Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID-Scrambled,Gender,Exam Type,Correct,Wrong,Score,Z-Score
1077,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,123,2765292,F,B,16,9,64,0.375419745
1080,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,126,2706252,F,B,18,7,72,0.912693083
1081,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,127,2706236,F,B,17,8,68,0.644056414
1082,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,128,2007540,F,B,14,11,56,-0.161853593
1085,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,3,2840594,F,B,14,11,56,-0.313715187
1088,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,6,2837524,F,B,17,8,68,0.316868103
1089,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,7,2837508,F,B,18,7,72,0.527062533
1091,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,9,2449644,F,B,13,12,52,-0.523909616
1096,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,14,3026482,F,B,19,6,76,0.737256963
1097,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,15,2719652,F,B,19,6,76,0.737256963
1106,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,24,2838166,F,B,17,8,68,0.316868103
1114,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,32,2719470,F,B,8,17,32,-1.574881766
1118,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,36,2838052,F,B,14,11,56,-0.313715187
1119,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,37,2838036,F,B,14,11,56,-0.313715187
1123,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,41,2837956,F,B,15,10,60,-0.103520757
1124,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,42,3026960,F,B,16,9,64,0.106673673
1125,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,43,2768126,F,B,13,12,52,-0.523909616
1128,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,46,2719980,F,B,8,15,32,-1.574881766
1129,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,47,3026928,F,B,19,5,76,0.737256963
1132,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,50,2837874,F,B,22,3,88,1.367840252
1141,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,59,3026038,F,B,13,11,52,-0.523909616
1147,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,65,2719104,F,B,8,17,32,-1.574881766
1152,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,70,2837112,F,B,22,3,88,1.367840252
1154,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,72,2594978,F,B,6,19,24,-1.995270625
1158,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,76,2837030,F,B,16,9,64,0.106673673
1160,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,78,2837014,F,B,18,7,72,0.527062533
1162,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,80,2838150,F,B,14,11,56,-0.313715187
1163,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,81,2838134,F,B,21,4,84,1.157645822
1167,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,85,2836998,F,B,14,11,56,-0.313715187
1177,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,95,2718694,F,B,22,3,88,1.367840252
1179,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,97,2718642,F,B,12,13,48,-0.734104046
1184,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,102,2836682,F,B,24,1,96,1.788229112
1190,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,108,2836550,F,B,11,14,44,-0.944298476
1194,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,112,2836484,F,B,14,10,56,-0.313715187
1196,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,114,2836534,F,B,15,10,60,-0.103520757
1198,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,116,2718444,F,B,10,15,40,-1.154492906
1200,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,118,2719932,F,B,16,8,64,0.106673673
1202,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,120,2719916,F,B,18,7,72,0.527062533
1210,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,128,2837624,F,B,15,10,60,-0.103520757
1212,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,130,2837676,F,B,17,8,68,0.316868103
1217,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,135,2836436,F,B,13,12,52,-0.523909616
1220,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,138,2718360,F,B,18,7,72,0.527062533
1222,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,140,2836286,F,B,11,14,44,-0.944298476
1234,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,152,2718146,F,B,15,10,60,-0.103520757
1237,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,1,2707278,F,B,21,4,84,1.329129129
1240,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,4,2707210,F,B,16,9,64,0.127927928
1242,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,6,2766460,F,B,17,8,68,0.368168168
1250,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,14,2766162,F,B,18,7,72,0.608408408
1251,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,15,2766130,F,B,16,9,64,0.127927928
1252,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,16,2582850,F,B,15,10,60,-0.112312312
1253,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,17,2707096,F,B,13,12,52,-0.592792793
1255,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,19,2707440,F,B,13,12,52,-0.592792793
1260,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,24,2766080,F,B,19,6,76,0.848648649
1262,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,26,2707028,F,B,14,11,56,-0.352552553
1264,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,28,2707012,F,B,20,5,80,1.088888889
1266,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,30,2706960,F,B,24,1,96,2.04984985
1269,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,33,2707324,F,B,17,8,68,0.368168168
1270,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,34,2642496,F,B,11,14,44,-1.073273273
1272,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,36,2766396,F,B,15,10,60,-0.112312312
1273,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,37,2765968,F,B,17,8,68,0.368168168
1279,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,43,2696960,F,B,8,17,32,-1.793993994
1282,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,46,2641854,F,B,20,5,80,1.088888889
1283,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,47,2706912,F,B,16,9,64,0.127927928
1286,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,50,2765886,F,B,10,15,40,-1.313513514
1287,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,51,2706846,F,B,15,10,60,-0.112312312
1289,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,53,2641738,F,B,19,6,76,0.848648649
1295,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,59,2707424,F,B,20,5,80,1.088888889
1302,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,66,2765620,F,B,19,6,76,0.848648649
1303,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,67,2706762,F,B,16,9,64,0.127927928
1304,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,68,2765604,F,B,17,8,68,0.368168168
1307,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,71,2765520,F,B,17,8,68,0.368168168
1308,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,72,2765504,F,B,15,10,60,-0.112312312
1309,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,73,2706714,F,B,19,6,76,0.848648649
1310,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,74,2823682,F,B,20,5,80,1.088888889
1311,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,75,2810742,F,B,16,9,64,0.127927928
1315,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,79,2583792,F,B,21,4,84,1.329129129
1316,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,80,2706648,F,B,9,16,36,-1.553753754
1318,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,82,2706632,F,B,17,8,68,0.368168168
1320,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,84,2769350,F,B,12,13,48,-0.833033033
1322,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,86,2706580,F,B,20,5,80,1.088888889
1323,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,87,2706564,F,B,12,13,48,-0.833033033
1324,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,88,2706548,F,B,21,4,84,1.329129129
1328,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,92,2766328,F,B,12,13,48,-0.833033033
1330,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,94,2706482,F,B,10,15,40,-1.313513514
1331,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,95,2706466,F,B,8,17,32,-1.793993994
1333,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,97,2706450,F,B,15,10,60,-0.112312312
1336,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,100,2706382,F,B,17,8,68,0.368168168
1337,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,101,2706418,F,B,20,5,80,1.088888889
1338,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,102,2692276,F,B,16,9,64,0.127927928
1342,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,106,2641276,F,B,18,7,72,0.608408408
1343,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,107,2765208,F,B,18,7,72,0.608408408
1344,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,108,2765192,F,B,18,7,72,0.608408408
1345,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,109,2574184,F,B,14,11,56,-0.352552553
1346,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,110,2436226,F,B,6,19,24,-2.274474474
1347,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,111,2641176,F,B,15,10,60,-0.112312312
1349,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,113,2765140,F,B,18,7,72,0.608408408
1358,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,2,2105752,F,B,21,4,84,1.240273038
1364,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,8,2247568,F,B,15,10,60,-0.397952218
1365,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,9,2340624,F,B,15,10,60,-0.397952218
1366,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,10,2342342,F,B,15,9,60,-0.397952218
1371,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,15,2403062,F,B,14,10,56,-0.670989761
1375,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,19,2476106,F,B,18,7,72,0.42116041
1380,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,24,2477164,F,B,14,11,56,-0.670989761
1385,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,29,2572204,F,B,19,6,76,0.694197952
1388,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,32,2580754,F,B,13,12,52,-0.944027304
1389,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,33,2580936,F,B,17,8,68,0.148122867
1390,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,34,2581036,F,B,17,8,68,0.148122867
1392,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,36,2581118,F,B,14,11,56,-0.670989761
1395,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,39,2581380,F,B,19,6,76,0.694197952
1396,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,40,2581432,F,B,18,7,72,0.42116041
1401,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,45,2622018,F,B,18,7,72,0.42116041
1407,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,51,2622826,F,B,20,5,80,0.967235495
1413,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,57,2623320,F,B,14,11,56,-0.670989761
1414,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,58,2623420,F,B,21,4,84,1.240273038
1415,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,59,2623472,F,B,19,6,76,0.694197952
1416,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,60,2623488,F,B,12,13,48,-1.217064846
1419,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,63,2623602,F,B,17,8,68,0.148122867
1420,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,64,2623686,F,B,17,8,68,0.148122867
1421,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,65,2623982,F,B,10,15,40,-1.763139932
1435,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,79,2655464,F,B,11,14,44,-1.490102389
1446,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,90,2705198,F,B,19,6,76,0.694197952
1447,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,91,2705230,F,B,14,10,56,-0.670989761
1453,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,97,2705460,F,B,17,8,68,0.148122867
1455,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,99,2705610,F,B,14,11,56,-0.670989761
1456,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,100,2705642,F,B,13,12,52,-0.944027304
1457,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,101,2705724,F,B,9,15,36,-2.036177474
1458,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,102,2705740,F,B,17,7,68,0.148122867
1459,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,103,2705776,F,B,17,8,68,0.148122867
1465,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,109,2706086,F,B,14,11,56,-0.670989761
1466,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,110,2706136,F,B,19,6,76,0.694197952
1467,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,111,2746034,F,B,18,7,72,0.42116041
1470,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,114,2746132,F,B,17,8,68,0.148122867
1474,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,118,2746232,F,B,18,7,72,0.42116041
1476,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,120,2746280,F,B,16,9,64,-0.124914676
1478,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,122,2746498,F,B,19,6,76,0.694197952
1479,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,123,2746512,F,B,20,5,80,0.967235495
1481,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,125,2746612,F,B,20,5,80,0.967235495
1482,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,126,2746628,F,B,17,8,68,0.148122867
1483,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,127,2746644,F,B,18,7,72,0.42116041
1484,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,128,2746726,F,B,19,6,76,0.694197952
1487,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,131,2746810,F,B,20,5,80,0.967235495
1488,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,132,2746826,F,B,20,5,80,0.967235495
1489,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,133,2746908,F,B,20,5,80,0.967235495
1492,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,136,2746992,F,B,24,1,96,2.059385666
1495,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,139,2747040,F,B,20,5,80,0.967235495
1500,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,144,2747372,F,B,21,4,84,1.240273038
1501,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,145,2747388,F,B,18,7,72,0.42116041
1505,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,149,2747538,F,B,22,3,88,1.51331058
1507,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,151,2747700,F,B,19,6,76,0.694197952
1508,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,152,2747752,F,B,19,6,76,0.694197952
1509,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,153,2747784,F,B,21,4,84,1.240273038
1511,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,155,2747836,F,B,21,4,84,1.240273038
1518,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,162,2748160,F,B,15,10,60,-0.397952218
1522,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,166,2748378,F,B,19,6,76,0.694197952
1525,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,169,2748640,F,B,19,6,76,0.694197952
1530,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,174,2748858,F,B,17,8,68,0.148122867
1536,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,180,2813020,F,B,21,4,84,1.240273038
1537,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,181,2821654,F,B,15,10,60,-0.397952218
1540,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,184,2821768,F,B,19,6,76,0.694197952
1541,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,185,2821852,F,B,12,13,48,-1.217064846
1542,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,186,2821884,F,B,16,9,64,-0.124914676
1543,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,187,2821918,F,B,18,7,72,0.42116041
1544,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,188,2821982,F,B,15,10,60,-0.397952218
1546,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,190,2822098,F,B,11,14,44,-1.490102389
1547,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,191,2822112,F,B,15,10,60,-0.397952218
1548,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,192,2822160,F,B,18,7,72,0.42116041
1552,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,196,2822378,F,B,12,13,48,-1.217064846
1554,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,198,2822410,F,B,16,9,64,-0.124914676
1555,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,199,2822508,F,B,17,8,68,0.148122867
1559,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,203,2822822,F,B,18,7,72,0.42116041
1560,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,204,2822874,F,B,13,12,52,-0.944027304
1561,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,205,2822904,F,B,12,13,48,-1.217064846
1563,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,207,2823004,F,B,10,15,40,-1.763139932
1567,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,211,2867012,F,B,17,8,68,0.148122867
